id	page	class	headline	n_words	n_clauses	violation	body
G303	101	EVERGREEN	ROBOTS on the FIELD must come ready to play a MATCH.	70	0	The MATCH will not start until all requirements are met if there is a quick remedy. DISABLED if  it is not a quick remedy, and, at the discretion of the Head REFEREE, ROBOT must be re-inspected. RED  CARD if a team's ROBOT is not compliant with part B or C participates.	A ROBOT must meet all following MATCH- start requirements:   A.does not pose a hazard to humans, FIELD elements, or other ROBOTS.   B.has passed inspection, i.e., it is compliant with all ROBOT rules.  C.if modified after initial Inspection, it is compliant with I305.  D.is the only team-provided item left in the FIELD.  E.ROBOT SIGNS must indicate the correct ALLIANCE color (see R402).  F.ROBOT must be motionless following completion of OpMode initialization.
G304	102	EVERGREEN	ROBOTS must be set up correctly on the FIELD.	100	0	The MATCH will not start until all requirements are met if there is a quick remedy. DISABLED if  it is not a quick remedy.	A ROBOT must be positioned on the FIELD such that it meets all of the following requirements:    A.is over a LAUNCH LINE,  B.is either touching its own ALLIANCE's GOAL or the FIELD perimeter,  C.is fully contained on its own ALLIANCE's side of the FIELD (FIELD columns A, B, C for blue,  or FIELD columns D, E, F for red) (Figure 9-4),  D.not attached to, entangled with, or suspended from any FIELD element,  E.confined to its STARTING CONFIGURATION (see R101 and R102), and  F.in contact with no more than the allowed pre-load possession limit as described in section  10.3.1 SCORING ELEMENTS.
G305	103	EVERGREEN	Teams must select an OpMode.	72	0	MATCH will not start until the situation is remedied. DISABLED if ROBOT cannot initialize an  OpMode or the situation cannot be remedied quickly.	An OpMode must be selected on the DRIVER STATION app and initialized by pressing the INIT button. If this OpMode is an AUTO OpMode, the 30 second AUTO timer  must be enabled.   11.4In-MATCH  Rules in this section pertain to gameplay once a MATCH begins.  11.4.1AUTO  AUTO is the first 30 seconds of the MATCH, during which DRIVERS may not provide input to their ROBOTS, so  ROBOTS operate with only their pre-programmed instructions.
G401	103	EVERGREEN	Let the ROBOT do its thing.	78	0	MAJOR FOUL plus the ALLIANCE is not eligible for PATTERN points in AUTO if the ROBOT  LAUNCHES an ARTIFACT such that it enters the open top of the GOAL after the interaction and before the  end of AUTO.	As soon as FIELD STAFF begins the randomization process and until the end of AUTO, DRIVE TEAM members may not directly or indirectly interact with a ROBOT or an  OPERATOR CONSOLE, with the following exceptions:  A.to press the (▶) start button within a MOMENTARY reaction of the start of the MATCH,  B.to press the (■) stop button either at the team's discretion or instruction of the Head  REFEREE per T202, or  C.for personal safety or OPERATOR CONSOLE safety.
G402	104	GAMESPEC	No AUTO opponent interference.	92	0	MAJOR FOUL per instance of ROBOT contact in G402.A and MAJOR FOUL per ARTIFACT in	During AUTO, FIELD columns A, B, C constitute the blue side of the FIELD, and columns D, E, F (Figure 9-5) constitute the red side of the FIELD. During AUTO, a ROBOT may  not:  A.contact an opposing ALLIANCE'S ROBOT which is completely within the opposing  ALLIANCE'S side of the FIELD either directly or transitively through an ARTIFACT, or  B.disrupt an ARTIFACT from its pre-staged location on the opposing ALLIANCE'S side of the  FIELD either directly or transitively through contact with an ARTIFACT, or by LAUNCHING an  ARTIFACT directly into it.  G402.B.  11.4.2TELEOP
G403	105	EVERGREEN	ROBOTS are motionless between AUTO and TELEOP.	22	0	MAJOR FOUL.	Any powered movement of the ROBOT or any of its MECHANISMS is not allowed during the transition period between AUTO and TELEOP.
G404	105	EVERGREEN	ROBOTS are motionless at the end of TELEOP	28	0	MINOR FOUL. MAJOR FOUL per ARTIFACT if ROBOT LAUNCHES an ARTIFACT such that it  enters the open top of a GOAL after the end of TELEOP. MAJOR FOUL if ROBOT contacts a GATE after  the end of TELEOP.	.ROBOTS must no longer have powered movement after the end of TELEOP until the Head REFEREE or their designee signals that teams may retrieve their  ROBOTS.   11.4.3SCORING ELEMENT
G405	105	EVERGREEN	ROBOTS use SCORING ELEMENTS as directed.	27	0	MAJOR FOUL per SCORING ELEMENT.	A ROBOT may not deliberately use a SCORING ELEMENT in an attempt to ease or amplify a challenge associated with a FIELD element other than as  intended.
G406	106	EVERGREEN	Keep SCORING ELEMENTS in bounds.	24	0	MAJOR FOUL per SCORING ELEMENT.	A ROBOT may not intentionally eject a SCORING ELEMENT from the FIELD (either directly or by bouncing off a FIELD element or another ROBOT).
G407	106	EVERGREEN	Do not damage SCORING ELEMENTS.	13	0	VERBAL WARNING. MAJOR FOUL if REPEATED. DISABLED if the damage is caused by a  ROBOT, and the Head REFEREE determines that further damage is likely to occur. Corrective action (such  as eliminating sharp edges, removing the damaging MECHANISM, and/or reinspection) may be required  before the ROBOT may compete in subsequent MATCHES.	Neither a ROBOT nor a DRIVE TEAM member may damage a SCORING ELEMENT.
G408	106	GAMESPEC	No more than 3 at a time.	11	0	MINOR FOUL per SCORING ELEMENT over the limit. YELLOW CARD if excessive.	A ROBOT may not simultaneously CONTROL more than 3 ARTIFACTS. 11.4.4ROBOT
G409	107	EVERGREEN	ROBOTS must be under control.	51	0	DISABLED and VERBAL WARNING. YELLOW CARD if REPEATED or if subsequent violations  occur during the event.	A ROBOT must not pose an undue hazard to a human or an ARENA element during a MATCH in the following ways:   A.the ROBOT or anything it CONTROLS, i.e., a SCORING ELEMENT, disrupts anything outside  the FIELD or contacts a human that is outside the FIELD.  B.the ROBOT operation is dangerous.
G410	107	EVERGREEN	ROBOTS must stop when instructed.	29	0	MAJOR FOUL if greater-than-MOMENTARY delay plus RED CARD if CONTINUOUS.	If a team is instructed to DISABLE their ROBOT by a REFEREE per T202, a DRIVE TEAM member must press the (■) stop button on the DRIVER STATION app.
G411	107	EVERGREEN	ROBOTS must be identifiable.	17	0	VERBAL WARNING. MINOR FOUL if subsequent violations occur during the event.	A ROBOT'S team number and ALLIANCE color must not become indeterminate by determination of the Head REFEREE.
G412	107	EVERGREEN	Don't damage the FIELD.	7	0	VERBAL WARNING. DISABLED if the Head REFEREE infers that additional damage is likely.  YELLOW CARD for any subsequent damage during the event. Corrective action (such as eliminating sharp  edges, removing the damaging MECHANISM, and/or re-inspection) may be required before the ROBOT  will be allowed to compete in subsequent MATCHES.	A ROBOT may not damage FIELD elements.
G413	108	EVERGREEN	Watch your ARENA interaction.	28	0	MAJOR FOUL plus YELLOW CARD if REPEATED or if greater-than-MOMENTARY. DISABLED if  the Head REFEREE infers that damage is likely. Corrective action (such as removing the offending  MECHANISM, and/or re-inspection) may be required before the ROBOT will be allowed to compete in  subsequent MATCHES.	A ROBOT is prohibited from the following interactions with an ARENA element, except for SCORING ELEMENTS (per G407):   A.grabbing,  B.grasping,  C.attaching to,  D.becoming entangled with, or  E.suspending from.
G414	108	GAMESPEC	ROBOTS have horizontal expansion limits.	28	0	MINOR FOUL. MAJOR FOUL if the over-expansion is used for strategic benefit, including if it  impedes or enables a scoring action.	ROBOTS must comply with the horizontal expansion limits outlined in R105.A during the MATCH. Exceptions:  A.If the over-expansion is due to damage and not used for strategic benefit.
G415	108	GAMESPEC	ROBOTS have vertical expansion limits, with exceptions.	49	0	MINOR FOUL. MAJOR FOUL if the over-expansion is used for strategic benefit, including if it  impedes or enables a scoring action.	ROBOTS must comply with the vertical expansion limits outlined in R105. ROBOTS may only expand above 18 in. (45.70 cm) up to 38 in. (96.50  cm) if both of the following conditions are true:   A.during the final 20 seconds of the MATCH, and  B.when not in any LAUNCH ZONES.
G416	109	GAMESPEC	LAUNCHING in the LAUNCH ZONE only.	16	0	MINOR FOUL per LAUNCHED SCORING ELEMENT. MAJOR FOUL per LAUNCHED SCORING  ELEMENT if the SCORING ELEMENT enters the open top of the GOAL.	ROBOTS may only LAUNCH SCORING ELEMENTS when inside a LAUNCH ZONE or overlapping a LAUNCH LINE.
G417	109	GAMESPEC	ROBOTS only operate GATES as directed.	32	0	MAJOR FOUL and the opposing ALLIANCE is awarded the PATTERN RP if G417.A.	ROBOTS may not: A.contact, either directly or transitively through a SCORING ELEMENT, an opposing  ALLIANCE'S GATE, or B.apply, either directly or transitively through a SCORING ELEMENT, any closing force to either  GATE.
G418	109	GAMESPEC	ROBOTS may not meddle with ARTIFACTS on RAMPS.	51	0	MAJOR FOUL per ARTIFACT,and the ALLIANCE is ineligible for the PATTERN RP if G418.A, or  the opposing ALLIANCE is awarded the PATTERN RP if G418.B.	ROBOTS may not contact, either directly or transitively through a SCORING ELEMENT CONTROLLED by the ROBOT, ARTIFACTS on a RAMP,  including their own RAMP. Additionally, ROBOTS may not:   A.remove an ARTIFACT from their own RAMP except by operating the GATE, or  B.remove an ARTIFACT from the opponent's RAMP by any means.
G419	110	GAMESPEC	ROBOTS LAUNCH into their own GOAL.	65	0	MAJOR FOUL per ARTIFACT and the opposing ALLIANCE is awarded the PATTERN RP if	ROBOTS may not: A.intentionally place or LAUNCH ARTIFACTS directly onto their own RAMP, or  B.place or LAUNCH ARTIFACTS into the opponent's GOAL or onto the opponent's RAMP.  G419.B.  11.4.5Opponent Interaction  Note, G420 and G421 are mutually exclusive. A single ROBOT to ROBOT interaction which violates more than 1  of these rules results in the most punitive penalty, and only the most punitive penalty, being assessed.
G420	110	EVERGREEN	This is not combat robotics.	41	0	MAJOR FOUL and YELLOW CARD. MAJOR FOUL and RED CARD if opponent ROBOT is unable  to drive.	A ROBOT may not deliberately functionally impair an opponent ROBOT. Damage or functional impairment because of contact with a tipped-over or DISABLED opponent  ROBOT, which is not perceived by a REFEREE to be deliberate, is not a violation of this rule.
G421	111	EVERGREEN	Do not tip or entangle.	18	0	MAJOR FOUL and YELLOW CARD. MAJOR FOUL and RED CARD if CONTINUOUS or opponent  ROBOT is unable to drive.	A ROBOT may not deliberately, as perceived by a REFEREE, attach to, tip, or entangle an opponent ROBOT.
G422	112	EVERGREEN	There is a 3-count on PINS.	175	0	MINOR FOUL and an additional MINOR FOUL for every 3 seconds in which the situation is not  corrected.	A ROBOT may not PIN an opponent's ROBOT for more than 3 seconds. A ROBOT is PINNING if it is preventing the movement of an opponent ROBOT by contact, either direct or  transitive (such as against a FIELD element) and the opponent ROBOT is attempting to move. A PIN  count ends once any of the following criteria below are met:   A.the ROBOTS have separated by at least 2 ft. (~61 cm) from each other for more than 3  seconds,  B.either ROBOT has moved 2 ft. from where the PIN initiated for more than 3 seconds, or  C.the PINNING ROBOT gets PINNED.   For criteria A, the PIN count pauses once ROBOTS are separated by 2 ft. until either the PIN ends or the  PINNING ROBOT moves back within 2 ft., at which point the PIN count is resumed.   For criteria B, the PIN count pauses once either ROBOT has moved 2ft from where the PIN initiated until  the PIN ends or until both ROBOTS move back within 2ft., at which point the PIN count is resumed.
G423	112	EVERGREEN	Do not use strategies intended to shut down major parts of gameplay.	27	0	MINOR FOUL and an additional MINOR FOUL for every 3 seconds in which the situation is not  corrected.	A ROBOT or ROBOTS may not, in the judgment of a REFEREE, isolate or close off any major element of MATCH play for a greater-than- MOMENTARY duration.
G424	112	GAMESPEC	GATE ZONE is OFF LIMITS.	50	0	MINOR FOUL.	A ROBOT may not contact, directly or transitively though a SCORING ELEMENT, an opponent ROBOT if either ROBOT is in the opponent's GATE ZONE, regardless of who  initiates contact. Exceptions:   A.A ROBOT in their own ALLIANCE'S GATE ZONE and in their opponent's SECRET TUNNEL  ZONE is not protected under G424.
G425	113	GAMESPEC	Keep out of opponent's SECRET TUNNEL	26	0	MINOR FOUL.	A ROBOT in the opponent's SECRET TUNNEL ZONE may not contact, directly or transitively though a SCORING ELEMENT, an opponent ROBOT regardless of who  initiates contact.
G426	113	GAMESPEC	LOADING ZONE protection.	29	0	MINOR FOUL.	A ROBOT may not contact, directly or transitively through a SCORING ELEMENT, an opponent ROBOT while either ROBOT is in the opponent's LOADING ZONE, regardless of  who initiates contact.
G427	114	GAMESPEC	BASE ZONE protection.	38	0	MAJOR FOUL and opponent ROBOT and any ROBOT fully supported by the contacted ROBOT  are awarded fully returned to BASE points.	During the last 20 seconds of the MATCH, a ROBOT may not contact, directly or transitively through a SCORING ELEMENT, an opponent ROBOT while either ROBOT is in the  opponent's BASE ZONE, regardless of who initiates contact.  11.4.6Human
G428	114	EVERGREEN	No wandering.	38	0	VERBAL WARNING. MINOR FOUL if subsequent violations occur during the event.	DRIVE TEAM members must remain in their designated ALLIANCE AREA. A.DRIVE TEAMS may be anywhere in their respective ALLIANCE AREA during a MATCH.  B.DRIVE TEAM members must be staged inside their respective ALLIANCE AREA prior to  MATCH start.
G429	115	EVERGREEN	DRIVE COACHES and other teams: hands off the controls.	78	0	MAJOR FOUL. YELLOW CARD if greater-than-MOMENTARY.	A ROBOT shall be operated only by the DRIVERS of that team; DRIVE COACHES may not handle the gamepads. DRIVE COACHES, if desired,  may help the DRIVERS in the following ways:   A.holding the DRIVER STATION device,   B.troubleshooting the DRIVER STATION device,  C.selecting OpModes on the DRIVER STATION app,   D.pressing the INIT button on the DRIVER STATION app,   E.pressing the (▶) start button on the DRIVER STATION app, or   F.pressing the (■) stop button on the DRIVER STATION app.
G430	115	EVERGREEN	DRIVE COACHES, SCORING ELEMENTS are off limits.	11	0	MINOR FOUL.	DRIVE COACHES may not contact SCORING ELEMENTS, unless for safety purposes.
G431	115	EVERGREEN	DRIVE TEAMS, watch your reach.	35	0	MAJOR FOUL plus YELLOW CARD if G431.A. RED CARD and the opposing ALLIANCE is  awarded the PATTERN RP if G431.C.	Once a MATCH starts, a DRIVE TEAM member inside the FIELD may not:   A.directly contact a ROBOT,  B.contact a SCORING ELEMENT in contact with a ROBOT,  C.disrupt SCORING ELEMENT scoring, or  D.contact a FIELD element.
G432	116	GAMESPEC	Humans, only meddle with ARTIFACTS in the LOADING ZONE.	101	0	MINOR FOUL per ARTIFACT. MAJOR FOUL per ARTIFACT that enters the open top of the GOAL.	DRIVE TEAM members may only introduce ARTIFACTS to, remove ARTIFACTS from, or move ARTIFACTS within the LOADING ZONE and  only the LOADING ZONE. Actions must occur:  A.only during TELEOP,  B.without using a tool,  C.without causing an ARTIFACT to enter into the LOADING ZONE from elsewhere on the  FIELD, and   D.without causing an ARTIFACT to leave the LOADING ZONE and enter the rest of the FIELD  unless the ARTIFACT is CONTROLLED by a ROBOT as follows:   i.ARTIFACT CONTROL begins when the ROBOT is in the LOADING ZONE, and   ii.ARTIFACT is still CONTROLLED by the ROBOT when the ROBOT leaves the LOADING  ZONE.
G433	116	GAMESPEC	Humans may only enter SCORING ELEMENTS.	10	0	MINOR FOUL per non-ARTIFACT item entered onto the FIELD.	DRIVE TEAM members may only enter ARTIFACTS onto the FIELD.
G434	116	GAMESPEC	The ALLIANCE AREA has a storage limit.	740	0	MINOR FOUL per ARTIFACT over the limit and an additional MINOR FOUL per ARTIFACT over  the limit for every 3 seconds in which the situation is not corrected.	During TELEOP, each ALLIANCE may not store more than 6 ARTIFACTS out of play. DRIVE TEAM members making a good-faith effort to immediately enter  additional ARTIFACTS back into play is an exception to this rule.  12ROBOT Construction Rules (R)  The rules listed below explicitly address legal parts and materials and how those parts and materials may be  used on a ROBOT. A ROBOT is an electromechanical assembly built by a FIRST Tech Challenge team to play  the current season's game and includes all the basic systems required to be an active participant in the game  -power, communications, control, and movement about the FIELD.   There are many reasons for the structure of the rules, including safety, reliability, parity, creation of a  reasonable design challenge, adherence to professional standards, and impact on the competition.  Another intent of these rules is to have all energy sources and active actuation systems on the ROBOT (e.g.,  batteries, motors, servos, and their controllers) drawn from a well-defined set of options. This is to ensure that  all teams have access to the same actuation resources and that the INSPECTORS can accurately and  efficiently assess the legality of a given part.  ROBOTS are made up of COMPONENTS and MECHANISMS.   A COMPONENT is any part in its most basic configuration, which cannot be disassembled without  - damaging or destroying the part or altering its fundamental function.   A MECHANISM is an assembly of COMPONENTS that provide specific functionality on the ROBOT.  - A MECHANISM can be disassembled (and then reassembled) into individual COMPONENTS  without damage to the parts.  Many rules in this section reference Commercial-Off-The-Shelf (COTS) items. A COTS item must be a standard  (i.e., not custom order) part commonly available from a VENDOR for all teams for purchase. To be a COTS  item, the COMPONENT or MECHANISM must be in an unaltered, unmodified state (with the exception of  installation or modification of any software). Items that are no longer commercially available but are  functionally equivalent to the original condition as delivered from the VENDOR are considered COTS.  A VENDOR is a legitimate business source for COTS items that satisfies all the following criteria:  A.has a Federal Tax Identification number. In cases where the VENDOR is outside of the United  States, they must possess an equivalent form of registration or license with the government of  their home nation that establishes and validates their status as a legitimate business licensed  to operate within that country.  B.is not a "wholly owned subsidiary" of a FIRST team or collection of teams. While there may be  some individuals affiliated with both a team and the VENDOR, the business and activities of the  team and VENDOR must be completely separable.  C.should maintain sufficient stock or production capability so they are able to ship any general  (i.e., non-FIRST unique) product within a timely manner. It is recognized that certain unusual  circumstances (such as a global supply chain disruption and/or 1,000 FIRST teams all ordering  the same part at once from the same VENDOR) may cause atypical delays in shipping due to  backorders for even the largest VENDORS. Such delays due to higher-than-normal order rates  are excused. This criterion may not apply to custom-built items from a source that is both a  VENDOR and a fabricator.  D.makes their products available to all FIRST Tech Challenge teams. A VENDOR must not limit  supply or make a product available to just a limited number of FIRST Tech Challenge teams.  A FABRICATED ITEM is any COMPONENT or MECHANISM that has been altered, built, cast, constructed,  concocted, created, cut, heat treated, machined, manufactured, modified, painted, produced, surface coated, or  conjured partially or completely into the final form in which it will be used on the ROBOT.  Teams may be asked to provide documentation (i.e., reference the relevant rule in this manual) proving the  legality of items during inspection where a rule specifies limits for a legal part (e.g., motors, servos, current  limits, COTS electronics).  Some of these rules make use of English unit requirements for parts. If your team has a question about a  metric-equivalent part's legality, please e-mail your question to customerservice@firstinspires.org for an  official ruling. This process should also be employed to seek approval for alternate parts/devices for inclusion  in future FIRST Tech Challenge seasons.  FIRST Tech Challenge can be a high-contact competition and may include rigorous gameplay. While the rules  aim to limit severe damage to ROBOTS, teams should design their ROBOTS to be robust.   12.1General ROBOT Design
R101	121	EVERGREEN	STARTING CONFIGURATION is limited to an 18-inch Cube.	55	0		In the STARTING CONFIGURATION (the physical configuration in which a ROBOT starts a MATCH), the ROBOT must be fully self-contained  within an 18 in. (45.70 cm) wide, by 18 in. (45.70 cm) long, by 18 in. (45.70 cm) high volume. The only  exception is that:  A.pre-loaded SCORING ELEMENTS may extend outside the starting size constraint.
R102	121	EVERGREEN	ROBOTS may assist in holding the STARTING CONFIGURATION.	64	0		In the STARTING CONFIGURATION, ROBOTS must be fully self-supported (i.e., does not exert force on the sides or top of a sizing tool).  ROBOTS may accomplish this using any combination of:   A.mechanical means while powered-off, and/or  B.initializing an OpMode that pre-positions servos and motors to a desired stationary position.  OpMode may control motors and servos to hold their position to maintain the STARTING  CONFIGURATION.
R103	122	EVERGREEN	There is no ROBOT weight limit.	11	0		There is no explicit weight limit for FIRST Tech Challenge ROBOTS.
R104	122	EVERGREEN	Keep it together.	9	0		ROBOTS may not be designed to intentionally detach COMPONENTS.
R105	123	GAMESPEC	There are expansion limits.	154	0		After the MATCH has started, ROBOTS may expand beyond the STARTING CONFIGURATION but are still subject to sizing constraints relative to the ROBOT, based on the initial  STARTING CONFIGURATION. The sizing constraints are:   A.After the start of the MATCH, ROBOTS may expand horizontally but must remain within a  fixed 18 in. (45.70 cm) by 18 in. (45.70 cm) when fully expanded per G414. ROBOTS must be  physically constrained to fit within these horizontal limits without the use of software.   B.After the start of the MATCH, ROBOTS may expand vertically up to 18 in. (45.70 cm).  ROBOTS may be physically constrained or software limited to fit within this vertical limit.  C.Within the limitations per G415, ROBOTS may expand vertically up to 38 in. (96.50 cm).  ROBOTS may be physically constrained or software limited to fit within this vertical limit.  Figure 12-1: Horizontal Expansion Limit Figure 12-2: Vertical Expansion Limit Examples 12.2ROBOT Safety & Damage Prevention
R201	125	EVERGREEN	Do not damage the TILE floor.	39	0		Traction devices must not have surface features which are known to damage the TILE floor. Traction devices are all parts of the ROBOT that are designed to transmit any  propulsive and/or braking forces between the ROBOT and the FIELD.
R202	125	EVERGREEN	No exposed sharp edges.	23	0		Protrusions from the ROBOT and exposed surfaces on the ROBOT shall not pose hazards to the ARENA elements (including SCORING ELEMENTS) or people.
R203	125	EVERGREEN	Design ROBOTS for safety and fair play.	262	0		ROBOT parts shall not be made from hazardous materials, be unsafe, cause an unsafe condition, or interfere with the operations of other ROBOTS. Examples of items  that will violate this rule include (but are not limited to):  A.shields, curtains, or any other devices or materials solely designed or used to obstruct or  limit the vision of any DRIVE TEAM members and/or interfere with their ability to safely  control their ROBOT,  B.speakers, sirens, air horns, or other audio devices that generate sound at a level sufficient to  be a distraction,  C.any devices or decorations specifically intended to jam or interfere with the remote sensing  capabilities of another ROBOT, including vision systems, acoustic range finders, sonars,  infrared proximity detectors, etc. This includes imagery on your ROBOT that utilizes or  closely mimics 36h11 AprilTags,  D.flammable gasses,  E.any device intended to produce flames or pyrotechnics,  F.hydraulic fluids or hydraulic items,   G.switches or contacts containing liquid mercury,  H.exposed, untreated hazardous materials (e.g., lead weights) used on the ROBOT. These  materials may be permitted if painted, encapsulated, or otherwise sealed to prevent contact.  These materials may not be machined in any way at an event,  I. high intensity light sources used on the ROBOT may only be illuminated for a brief time while  targeting and may need to be shrouded to prevent any exposure to participants. Complaints  about the use of such light sources will be followed by re-inspection and possible  disablement of the device,  J.animal based materials,  K.any device designed to damage or flip competing ROBOTS, and  L.devices or conditions that pose an unnecessary risk of entanglement.
R204	126	EVERGREEN	SCORING ELEMENTS stay with the FIELD.	19	0		ROBOTS must allow removal of SCORING ELEMENTS from the ROBOT and the ROBOT from FIELD elements while powered off.
R205	126	EVERGREEN	Do not make a mess on the FIELD.	50	0		ROBOTS may not contain any materials which if unintentionally released would damage the FIELD, other ROBOTS or delay the start of a MATCH due to required clean- up or decontamination.  Lubricants may be used only to reduce friction within the ROBOT and must not  contaminate the FIELD or other ROBOTS.
R206	126	EVERGREEN	Do not damage SCORING ELEMENTS.	17	0		ROBOT elements likely to contact SCORING ELEMENTS shall not pose a significant hazard to the SCORING ELEMENT.
R207	127	EVERGREEN	ROBOTS don't use air.	67	0		ROBOTS are restricted in their use of air in the following ways: A.ROBOTS may not use any closed air devices such as but not limited to pneumatic solenoids  or cylinders, gas storage vessels, gas springs, compressors, or vacuum generating devices.  Air-filled (pneumatic) wheels are exempt from this rule.  B.ROBOTS may not use any device which creates high-speed airflow, except COTS computing  devices manufactured with integrated cooling fans.
R208	127	EVERGREEN	No grabbing the floor.	30	0		ROBOTS may not use any mechanism which is designed to increase downforce by either grabbing FIELD surfaces or by using some form of generated airflow to provide downward  suction.  12.3Fabrication
R301	127	EVERGREEN	COTS MECHANISMS are legal but have limits.	49	0		COTS MAJOR MECHANISMS (as defined in I301) purposefully designed to complete a game task are prohibited. Allowed exceptions to this rule are:  A.COTS drive CHASSIS, provided none of the individual parts violate any other rules, and  B.COTS MAJOR MECHANISMS created as part of the official FIRST Tech Challenge  Starterbots.
R302	127	EVERGREEN	Legal COTS parts and raw materials can be modified.	22	0		Allowed raw materials and legal COTS parts can be modified (drilled, cut, painted, etc.) as long as no other rules are violated.
R303	128	EVERGREEN	COTS must be single DoF.	101	0		COTS COMPONENTS and MECHANISMS must not exceed a single degree of mechanical freedom (DoF). Examples of allowed COTS single degree of freedom MECHANISMS and  COMPONENTS are as follows:  A.linear slide kit,  B.linear actuator kit,  C.single speed (non-shifting) gearboxes,  D.pulley,  E.turntable,  F.lead screw, and  G.single DoF gripper.  Allowed exceptions to this rule are:  H.ratcheting devices (wrenches, bearings, etc.),  I. holonomic wheels (omni or mecanum),   J.dead-wheel odometry kits,   K.items that transfer motion between misaligned COMPONENTS (such as universal joints,  flexible shaft couplers, and similar items), and  L.items that connect structures at variable angles (such as ball joint linkages, rod ends, and  similar items).
R304	129	EVERGREEN	Custom parts can be reused year to year.	7	0		FABRICATED ITEMS created before Kickoff are permitted.
R305	129	EVERGREEN	Custom designs and software can be reused year to year.	9	0		ROBOT software and designs created before Kickoff are permitted.
R306	129	EVERGREEN	SCORING ELEMENTS are not allowed for ROBOT construction.	28	0		Current season SCORING ELEMENTS or replicas of SCORING ELEMENTS are not allowed to be used as part of ROBOT construction or for any  other team supplied SCORING ELEMENTS.
R307	129	EVERGREEN	During an event, work can occur outside of pit hours.	114	0		During an event a team is attending (regardless of whether the team is physically at the event location), the team may work on or practice with their  ROBOT or ROBOT elements outside of the hours that pits are open.  12.4ROBOT SIGN Rules  A ROBOT SIGN is a required assembly which attaches to the ROBOT. A ROBOT SIGN simultaneously identifies  a ROBOT'S team number as well as its ALLIANCE affiliation for FIELD STAFF. Criteria used in writing these  rules include the following:  Maximize FIELD STAFF'S ability to determine team number and ALLIANCE of a ROBOT,  - Minimize the amount of design challenge in creating ROBOT SIGNS, and  - Increase consistency in displaying ROBOT identification.  -
R401	130	EVERGREEN	Two ROBOT SIGNS per ROBOT.	94	0		ROBOT SIGNS must be placed in at least 2 separate locations on the ROBOT. These locations must be on opposite or adjacent surfaces of the ROBOT, ≥90 degrees apart.  All ROBOT surfaces visible to FIELD STAFF can be used for placing ROBOT SIGNS including the top of  the ROBOT. ROBOT SIGNS must meet the following criteria:  A.be made of a robust material,   B.minimally be 6.5 inches (16.5 cm) wide,  C.minimally be 2.5 inches (6.4 cm) tall (Figure 12-3), and  D.be supported by the structure/frame of the ROBOT.  Figure 12-3: Team Number ROBOT SIGN Sizing
R402	130	EVERGREEN	ROBOT SIGNS indicate your ALLIANCE.	145	0		Each ROBOT SIGN must contain a rectangle with a solid red or blue opaque background at least 6.5 in. by 2.5 in. (16.50 cm by 6.35 cm) in size to indicate their  ALLIANCE color (Figure 12-3), as assigned in the MATCH schedule at the event. Visible markings on  ROBOT SIGNS when installed on the ROBOT, other than the following, are prohibited:  A.those required per R403,  B.solid white FIRST logos no larger than 1.5 in. (3.80 cm) in height (Figure 12-5),  C.small amounts of hook-and-loop tape, hard fasteners, or functional equivalents,  D.narrow areas of differing colors exposed at corners, folds, or cutouts,  E.dark narrow markings on background solely for template purposes, and  F.cannot be powered or rely on power from any sources to illuminate/reveal ALLIANCE color.  Figure 12-4: Minimum sized ALLIANCE rectangle  Figure 12-5: Legal team number display for team 117 playing on the red ALLIANCE
R403	131	EVERGREEN	Team number on ROBOT SIGNS.	119	0		Team numbers must be displayed and positioned on the ROBOT SIGN as shown in Figure 12-3, Figure 12-6, and Figure 12-7 and meet the following additional criteria:  A.consist of solid opaque white Arabic numbers (e.g., 1,2,3,4) which are 2.25 in. +/-0.5 in. (5.70  cm +/- 1.25 cm) tall,  B.there must be a minimum of 0.25 in. (0.60 cm) of background surrounding the numbers,  C.numbers may not be vertically stacked (Figure 12-7),  D.be made of robust materials, and  E.cannot be powered or rely on power from any sources to illuminate/reveal numbers.  Figure 12-6: Legal number for team 21001 playing on the blue ALLIANCE  Figure 12-7: Team number orientation examples for team 1355 playing on the blue ALLIANCE  12.5Motors & Actuators
R501	133	EVERGREEN	Allowable motors.	175	0		The only allowed motor actuators are: Table 12-1: Motor allowances  Part Numbers  Motor Name Notes  Available  AndyMark NeveRest 12V DC  am-3104, am-3104b  AndyMark NeveRest Hex 12V DC am-3104c  goBILDA Yellow Jacket 520x Series 12V DC 5201-0002-0026, etc.  5201, 5202, 5203, and 5204 series goBILDA 5000 Series 12V DC  5000-0002-4008, etc.  Modern Robotics / MATRIX 12V DC 5000-0002-0001  Discontinued  NFR Products Yuksel 12V DC  NFR-600-100-000  REV Robotics HD Hex 12V DC  REV-41-1291  REV Robotics Core Hex 12V DC  REV-41-1300  Studica Robotics Maverick 12V DC 75001  SWYFT Robotics SWYFT Spike Motor  SR-MOTOR-DC-01  TETRIX MAX 12V DC  739530, 39530  Discontinued  TETRIX MAX TorqueNADO 12V DC  W44260  Factory installed vibration and autofocus motors resident in COTS computing devices (e.g., rumble motor  in a smartphone); can only be used as part of the device and cannot be removed and/or repurposed.  These motors do not count toward the limit in R503.  Motors integral to a COTS sensor (e.g., LIDAR, scanning sonar), provided the device is not modified  except to facilitate mounting. These motors do not count toward the limit in R503.
