id	page	class	headline	n_words	n_clauses	violation	body
G101	71	EVERGREEN	Humans, stay off the FIELD during the MATCH.	51	0	Verbal warning plus YELLOW CARD if subsequent violations occur during the event.	Other than actions explicitly allowed in sections SCORING ELEMENTS and 11.4.6 Human a DRIVE TEAM member may only enter the FIELD during pre- MATCH set-up to place their ROBOT or after a MATCH is over to collect their ROBOT when instructed to  do so by the Head REFEREE or their designee.
G102	71	EVERGREEN	Be careful when interacting with ARENA elements.	37	0	Verbal warning plus YELLOW CARD if subsequent violations occur during the event.	A team member is prohibited from the following actions with regards to interaction with ARENA elements:   A.climbing on  B.hanging from  C.manipulating such that it does not return to its original shape without human intervention, and  D.damaging  11.2Conduct
G201	71	EVERGREEN	Be a good person.	33	0	Verbal warning plus YELLOW CARD if subsequent violations occur during the event. Further  violations of this rule are addressed in rule G211.	All teams must be civil toward everyone and respectful of team and event equipment while at a FIRST Tech Challenge event. Please review the FIRSTCode of Conduct and Core  Values for more information.
G202	72	EVERGREEN	DRIVE TEAM Interactions.	18	0	Verbal warning plus YELLOW CARD if subsequent violations occur during the event.	Opposing ALLIANCES' DRIVE TEAM members cannot distract/interfere with the opposing ALLIANCE. This includes taunting or other disruptive behavior.
G203	72	EVERGREEN	Asking other teams to throw a MATCH - not cool.	50	0	Verbal warning plus YELLOW CARD if subsequent violations occur during the event.	A team may not encourage an ALLIANCE of which it is not a member to play beneath its ability.   NOTE: This rule is not intended to prevent an ALLIANCE from planning and/or executing its own  strategy in a specific MATCH in which all the teams are members of the ALLIANCE.
G204	72	EVERGREEN	Letting someone coerce you into throwing a MATCH - also not cool.	49	0	Verbal warning plus YELLOW CARD if subsequent violations occur during the event.	A team, as the result of encouragement by a team not on their ALLIANCE, may not play beneath its ability.   NOTE: This rule is not intended to prevent an ALLIANCE from planning and/or executing its own  strategy in a specific MATCH in which all the ALLIANCE members are participants.
G205	73	EVERGREEN	Throwing your own MATCH is bad.	23	0	Verbal warning plus YELLOW CARD if subsequent violations occur during the event.	A team may not intentionally lose a MATCH in an effort to lower their own ranking and/or manipulate the rankings of other teams.
G206	73	EVERGREEN	Do not abuse ARENA access.	57	0	Verbal warning plus YELLOW CARD if subsequent violations occur during the event.	A team member (except those DRIVERS, HUMAN PLAYERS, and DRIVE COACHES on the DRIVE TEAM for the MATCH) granted access to restricted areas in and around the  ARENA (e.g., via event issued media badges) may not assist, coach, or use signaling devices during the  MATCH. Exceptions will be granted for inconsequential infractions and in cases concerning safety.
G207	73	EVERGREEN	Show up to your MATCHES.	30	0	DISQUALIFIED from the current MATCH.	If a ROBOT has passed initial, complete inspection, at least 1 member of its DRIVE TEAM must report to the ARENA and participate in each of their assigned qualification  MATCHES.
G208	73	EVERGREEN	Enter only 1 ROBOT.	57	0	Verbal warning plus RED CARD if not corrected.	Each registered FIRST Tech Challenge team may enter only 1 ROBOT (or "robot," a ROBOT-like assembly equipped with most of its CHASSIS, i.e., A ROBOT'S MAJOR MECHANISM that  enables it to move around a FIELD) into a FIRST Tech Challenge event. Each registered FIRST Tech  Challenge team may only participate in one concurrent event at a time.
G209	74	EVERGREEN	Keep your ROBOT together.	13	0	RED CARD.	A ROBOT may not intentionally detach or leave a part on the FIELD.
G210	74	EVERGREEN	Do not expect to gain by doing others harm.	43	0	MINOR FOUL plus MAJOR FOUL if REPEATED. The ALLIANCE that was forced to break a rule  will not incur a FOUL.	Actions clearly aimed at forcing the opponent ALLIANCE to violate a rule are not in the spirit of FIRST Tech Challenge and not allowed. Rule violations forced in  this manner will not result in an assignment of a penalty to the targeted ALLIANCE.
G211	74	EVERGREEN	Egregious or exceptional violations.	108	0	YELLOW or RED CARD.	Egregious behavior beyond what is listed in the rules or subsequent violations of any rule or procedure during the event is prohibited.  In addition to rule violations explicitly listed in this manual and witnessed by a REFEREE, the Head  REFEREE may assign a YELLOW or RED CARD for egregious ROBOT actions or team member behavior  at any time during the event.   Continued violations will be brought to FIRST Headquarters' attention. FIRST Headquarters will work  with event staff to determine if further escalations are necessary, which can include removal from  award consideration and removal from the event.  Please see section 10.6.1 YELLOW and RED CARDS for additional detail.   11.3Pre-MATCH
G301	75	EVERGREEN	Be prompt.	65	0	If a Qualification MATCH, verbal warning plus a MAJOR FOUL if subsequent violations occur  within the tournament phase, and is applied to their upcoming MATCH. If the DRIVE TEAM is not MATCH  ready within 2 minutes of the verbal warning/MAJOR FOUL and the Head REFEREE perceives no good  faith effort by the DRIVE TEAM to quickly become MATCH ready, DISABLED. If a playoff MATCH, a verbal  warning is issued to the ALLIANCE. For subsequent violations within the tournament phase, a MAJOR  FOUL applied to the ALLIANCE'S upcoming MATCH. If the ALLIANCE is not MATCH ready within 2  minutes of the verbal warning/MAJOR FOUL having been issued, and the Head REFEREE perceives no  good faith effort by the DRIVE TEAM(s) to quickly become MATCH ready, the offending team's ROBOT is  DISABLED.	A DRIVE TEAM member may not cause significant delays to the start of their MATCH. Causing a significant delay requires both of the following to be true:  A.The expected MATCH start time has passed, and  B.The DRIVE TEAM has access to the ARENA and is neither MATCH ready nor making a good  faith effort, as perceived by the Head REFEREE, to quickly become MATCH ready.
G302	76	EVERGREEN	You can only bring/use specific items to the MATCH.	248	0	MATCH will not start until the situation is remedied. If discovered or used inappropriately  during a MATCH, YELLOW CARD.	The only equipment that may be brought to the ARENA for a MATCH is listed below. Regardless of if equipment fits criteria below, it may not be  employed in a way that breaks any other rules, introduces a safety hazard, blocks visibility for FIELD  STAFF or audience members, or jams or interferes with the remote sensing capabilities of another  team or the FIELD.  A.the ROBOT  B.the OPERATOR CONSOLE   C.ROBOT carts (which may contain basic tools and supplies to maintain the ROBOT)  D.non-powered signaling devices   E.reasonable decorative items   F.special clothing and/or equipment required due to a disability   G.devices (e.g., laptop, tablet, phone, camera, etc.) used solely for planning, tracking, recording,  and communicating strategy within the same designated area (e.g., ALLIANCE AREA)   H.this letter intentionally left blank  I. non-powered Personal Protective Equipment (examples include, but aren't limited to, gloves, eye  protection, and hearing protection)  Items brought to the ARENA under allowances D-I must meet all following conditions:  I. does not connect or attach to another ALLIANCE member (other than items in category I).  II. does not communicate with anything or anyone outside of the ARENA.  III. does not include any form of enabled wireless electronic communication with the exception  of medically required equipment.   IV. does not in any way affect the outcome of a MATCH, other than by allowing the DRIVE  TEAM to   a.plan or track strategy for the purposes of communication of that strategy to other  ALLIANCE members or   b.use items allowed per D to communicate with the ROBOT.
G303	77	EVERGREEN	ROBOTS on the FIELD must be set up to play a MATCH.	133	0	If there is a quick remedy, the MATCH will not start until all requirements are met. If it is not a  quick remedy, DISABLED and, at the discretion of the Head REFEREE, ROBOT must be re-inspected. If a  ROBOT not compliant with part B or C participates, its team receives a RED CARD.	A ROBOT must meet all following MATCH- start requirements:   A.does not pose a hazard to humans, FIELD elements, or other ROBOTS.   B.has passed inspection, i.e., it is compliant with all ROBOT rules.  C.if modified after initial Inspection, it is compliant with I304.  D.is the only team-provided item left on the FIELD.  E.is fully contained within the FIELD and not in the NET ZONE or OBSERVATION ZONE.  F.touching the FIELD wall adjacent to the ALLIANCE AREA.  G.not attached to, entangled with, or suspended from any FIELD element.  H.confined to its STARTING CONFIGURATION (see R101 and R102).  I. in contact with no more than the allowed pre-load possession limit as described in section  10.3.1 SCORING ELEMENTS.  J.ROBOT SIGNS must indicate the correct ALLIANCE color (see R101).  K.ROBOT must be motionless following completion of OpMode initialization.
G304	77	EVERGREEN	Teams must select an OpMode.	84	0	MATCH will not start until the situation is remedied. If ROBOT cannot initialize an OpMode or  the situation cannot be remedied quickly, DISABLED.	An OpMode must be selected on the DRIVER STATION app and initialized by pressing the INIT button. If this OpMode is an AUTO OpMode, the 30 second AUTO timer  must be enabled.   11.4In-MATCH  Rules in this section pertain to gameplay once a MATCH begins.   11.4.1AUTO  The AUTO period is the first 30 seconds of the MATCH, during which DRIVERS may not provide input to their  ROBOTS, so ROBOTS operate with only their pre-programmed instructions. Rules in this section apply only  during the AUTO period.
G401	78	EVERGREEN	Let the ROBOT do its thing.	66	0	MAJOR FOUL.	In AUTO, a DRIVE TEAM member may not directly or indirectly interact with a ROBOT or an OPERATOR CONSOLE, with the following exceptions:  A.to press the (▶) start button at the start of the MATCH.  B.to press the (■) stop button before the end of AUTO either at the team's discretion or  instruction of the Head REFEREE per T202.  C.for personal safety or OPERATOR CONSOLE safety.
G402	78	EVERGREEN	Start AUTO on time.	53	0	MAJOR FOUL plus YELLOW CARD if subsequent violations occur during the event.	If a team chooses to run an AUTO OpMode during the AUTO period, a DRIVE TEAM member must press the (▶) start button on their DRIVER STATION app within a MOMENTARY  delay of the start of the MATCH. This rule does not apply if the (▶) start button is not pressed during  AUTO.
G403	78	EVERGREEN	OpModes are stopped by the end of AUTO	52	0	MINOR FOUL or MAJOR FOUL if actions result in a scoring achievement by the offending  ROBOT.	.ROBOTS must no longer be running an AUTO OpMode by the end of the AUTO period. This can be done by a DRIVE TEAM member pressing the (■) stop button  on the DRIVER STATION app, allowing the OpMode to naturally end, or allowing the 30 second AUTO  timer to end the OpMode.
G404	78	GAMESPEC	No AUTO opponent interference.	76	0	MAJOR FOUL each occurrence.	FIELD columns A, B, C constitute the blue side of the FIELD, and columns D, E, F (Figure 9-4) constitute the red side of the FIELD. During AUTO ROBOTS may not:  A.contact an opposing ALLIANCE'S ROBOT which is completely within the opposing ALLIANCE'S  half of the FIELD.  B.contact a pre-set SAMPLE on the opposing ALLIANCE'S half of the FIELD.   C.move SCORING ELEMENTS onto the opposing ALLIANCE'S half of the FIELD outside of the  SUBMERSIBLE ZONE.   11.4.2TELEOP
G405	79	EVERGREEN	ROBOTS are motionless between AUTO and TELEOP.	22	0	MAJOR FOUL plus YELLOW CARD if subsequent violations occur during the event.	Any powered movement of the ROBOT or any of its MECHANISMS is not allowed during the transition period between AUTO and TELEOP.
G406	79	EVERGREEN	ROBOTS are motionless at the end of TELEOP	52	0	MINOR FOUL or MAJOR FOUL if actions result in a scoring achievement by the offending  ROBOT.	.ROBOTS must no longer be actively controlled by DRIVERS after the end of the TELEOP period. This can be done by a DRIVE TEAM member pressing the  (■) stop button on the DRIVER STATION app or by discontinuing any operation of the ROBOT by the  end of the MATCH period.  11.4.3SCORING ELEMENT
G407	79	EVERGREEN	ROBOTS use SCORING ELEMENT as directed.	27	0	MAJOR FOUL per SCORING ELEMENT.	A ROBOT may not deliberately use a SCORING ELEMENT in an attempt to ease or amplify a challenge associated with a FIELD element other than as  intended.
G408	79	EVERGREEN	Keep SCORING ELEMENTS in bounds.	41	0	MAJOR FOUL per SCORING ELEMENT.	A ROBOT may not intentionally eject a SCORING ELEMENT from the FIELD (either directly or by bouncing off a FIELD element or another ROBOT). SCORING  ELEMENTS that leave the FIELD are not returned to gameplay except as allowed in rule G431.
G409	80	EVERGREEN	Do not damage SCORING ELEMENTS.	12	0	Verbal warning plus MAJOR FOUL if REPEATED. If the damage is caused by a ROBOT, and the  Head REFEREE determines that further damage is likely to occur, DISABLED. The ROBOT will then be  required to pass reinspection before competing in subsequent MATCHES.	Neither a ROBOT nor a HUMAN PLAYER may damage a SCORING ELEMENT.
G410	80	GAMESPEC	1 SAMPLE or SPECIMEN at a time.	115	0	MINOR FOUL per additional SAMPLE and/or SPECIMEN plus YELLOW CARD if excessive.	A ROBOT maynot CONTROL more than 1 SAMPLE or 1 SPECIMEN at a time, either directly or transitively through other objects. There is no limit to the number of CLIPS a  ROBOT may possess.   A ROBOT is in CONTROL of a SAMPLE or SPECIMEN if:  A.the SAMPLE or SPECIMEN is fully supported by the ROBOT or  B.it intentionally pushes a SAMPLE or SPECIMEN to a desired location or in a preferred direction  (i.e., herding, often with a concave surface)  Exceptions to this rule are as follows:  C.ROBOTS may MOMENTARILY exceed CONTROL limits while collecting SAMPLES that are in the  SUBMERSIBLE ZONE.  D.scored SAMPLES or SPECIMENS for the corresponding ALLIANCE are exempt from the  CONTROL limit.
G411	81	GAMESPEC	ROBOTS may not CONTROL the opposing ALLIANCE'S SPECIFIC SAMPLES or SPECIMENS.	13	0	MINOR FOUL per SCORING ELEMENT plus an additional MINOR FOUL per opposing SCORING  ELEMENT for each 5-second interval that the situation continues. A MAJOR FOUL is applied for each  SCORING ELEMENT that is scored while in CONTROL.	ROBOTS may only have MOMENTARY CONTROL of opposing ALLIANCE SPECIFIC SAMPLES or SPECIMENS.
G412	81	GAMESPEC	ROBOTS may not de-score opposing ALLIANCE SCORING ELEMENTS.	33	0	MAJOR FOUL per SCORING ELEMENT that is de-scored.	ROBOTS may not affect the following opposing ALLIANCE achievements.  A.removal of SAMPLES from the NET ZONE  B.removal of SAMPLES from the BASKETS  C.removal of SPECIMENS that are fully clipped onto the CHAMBERS.  11.4.4ROBOT
G413	81	EVERGREEN	ROBOTS must be safe.	44	0	YELLOW CARD and DISABLED if unsafe or CONTINUOUS.	A ROBOT may not pose an undue hazard to a human, an ARENA element, or another ROBOT in the following ways:  A.the ROBOT or anything it CONTROLS, i.e., a SCORING ELEMENT, contacts anything outside the  FIELD.   B.its operation or design is dangerous or unsafe.
G414	81	EVERGREEN	ROBOTS must stop when instructed.	29	0	if more than MOMENTARY delay MAJOR FOUL, plus RED CARD if CONTINUOUS.	If a team is instructed to DISABLE their ROBOT by a REFEREE per T202, a DRIVE TEAM member must press the (■) stop button on the DRIVER STATION app.
G415	81	EVERGREEN	ROBOTS must be identifiable.	17	0	Verbal warning plus YELLOW CARD if subsequent violations occur during the event.	A ROBOT'S team number and ALLIANCE color must not become indeterminate by determination of the Head REFEREE.
G416	82	EVERGREEN	Watch your ARENA interaction.	45	0	Verbal warning plus YELLOW CARD if REPEATED or longer than MOMENTARY, and for any  subsequent damage during the MATCH or event. If the Head REFEREE infers that damage is likely,  DISABLED. Corrective action (such as eliminating sharp edges, removing the damaging MECHANISM,  and/or reinspection) may be required before the ROBOT will be allowed to compete in subsequent  MATCHES.	With the exception of SCORING ELEMENTS (per G409), ROBOTS may not damage any ARENA elements.   ROBOTS are also prohibited from the following interactions with an ARENA element, except for  SCORING ELEMENTS and their ALLIANCE'S RUNGS:   A.grabbing  B.grasping  C.attaching to  D.becoming entangled with, and  E.suspending from
G417	82	GAMESPEC	Stay in CONTROL of your SCORING ELEMENTS.	4	0	MINOR FOUL per SCORING ELEMENT LAUNCHED.	SCORING ELEMENTSmay not beLAUNCHED.
G418	83	GAMESPEC	Horizontal expansion limit.	26	0	if more than MOMENTARY, MINOR FOUL, or MAJOR FOUL if the over-expansion is used for  strategic benefit, including if it impedes or enables a scoring action.	After the MATCH has started, ROBOTS may expand beyond the STARTING CONFIGURATION but are still subject to sizing constraints. The sizing constraints are specified in  R104).
G419	83	GAMESPEC	Watch out for Humans.	32	0	MINOR FOUL per occurrence plus YELLOW CARD if the ROBOT contacts the HUMAN PLAYER.	A ROBOT may not: A.enter the OBSERVATION ZONE while a HUMAN PLAYER is in the OBSERVATION ZONE.  B.contact a SCORING ELEMENT, either directly or transitively, that is controlled/possessed by a  HUMAN PLAYER.
G420	83	GAMESPEC	No climbing on the inside.	50	0	MAJOR FOUL and team will not receive credit for ASCENT scoring outlined in section 10.5.3.	ROBOTS must start their ASCENT with their CHASSIS completely outside the SUBMERSIBLE ZONE.  11.4.5Opponent Interaction  Note, G421 and G422 are mutually exclusive. A single ROBOT to ROBOT interaction which violates more than  one of these rules results in the most punitive penalty, and only the most punitive penalty, being assessed.
G421	84	EVERGREEN	This is not combat robotics.	49	0	MAJOR FOUL and YELLOW CARD, or if opponent ROBOT is unable to drive, then MAJOR FOUL  and RED CARD.	A ROBOT may not deliberately damage or deliberately functionally impair an opponent ROBOT as perceived by a REFEREE.   Damage or functional impairment because of contact with a tipped-over or DISABLED opponent  ROBOT, which is not perceived by a REFEREE to be deliberate, is not a violation of this rule.
G422	84	EVERGREEN	Do not tip or entangle.	18	0	MAJOR FOUL and YELLOW CARD, or if CONTINUOUS or opponent ROBOT is unable to drive,  then MAJOR FOUL and RED CARD.	A ROBOT may not deliberately, as perceived by a REFEREE, attach to, tip, or entangle an opponent ROBOT.
G423	85	EVERGREEN	There is a 5-count on PINS.	175	0	MINOR FOUL plus an additional MINOR FOUL for every 5 seconds in which the situation is not  corrected.	A ROBOT may not PIN an opponent's ROBOT for more than 5 seconds. A ROBOT is PINNING if it is preventing the movement of an opponent ROBOT by contact, either direct or  transitive (such as against a FIELD element) and the opponent ROBOT is attempting to move. A PIN  count ends once any of the following criteria below are met:   A.the ROBOTS have separated by at least 2 ft. (~61 cm) from each other for more than 5 seconds,  B.either ROBOT has moved 2 ft. from where the PIN initiated for more than 5 seconds, or  C.the PINNING ROBOT gets PINNED.   For criteria A, the PIN count pauses once ROBOTS are separated by 2 ft. until either the PIN ends or the  PINNING ROBOT moves back within 2 ft., at which point the PIN count is resumed.   For criteria B, the PIN count pauses once either ROBOT has moved 2ft from where the PIN initiated until  the PIN ends or until both ROBOTS move back within 2ft., at which point the PIN count is resumed.
G424	85	EVERGREEN	Do not use strategies intended to shut down major parts of gameplay.	27	0	MINOR FOUL plus an additional MINOR FOUL for every 5 seconds in which the situation is not  corrected.	A ROBOT or ROBOTS may not, in the judgment of a REFEREE, isolate or close off any major element of MATCH play for a greater-than- MOMENTARY duration.
G425	85	GAMESPEC	NET ZONE Protection.	37	0	MAJOR FOUL per occurrence.	A ROBOT may not contact (either directly or transitively through a SCORING ELEMENT CONTROLLED by either ROBOT, regardless of who initiates contact) an opponent ROBOT if  any part of either ROBOT is in the opponent's NET ZONE.
G426	85	GAMESPEC	OBSERVATION ZONE Protection.	22	0	MINOR FOUL plus MINOR FOUL for every 5 seconds the violation continues. Additional MINOR  FOUL for every SCORING ELEMENT contacted inside the OBSERVATION ZONE.	A ROBOT may not be in the opposing ALLIANCE'S OBSERVATION ZONE. A ROBOT that is being PINNED is exempt from this rule.
G427	86	GAMESPEC	Climbing ROBOTS are protected.	109	0	MAJOR FOUL plus the affected ALLIANCE ROBOT is awarded a LEVEL 3 ASCENT.	In the last 30 seconds of the MATCH, a ROBOT may not contact (either directly or transitively through a SCORING ELEMENT CONTROLLED by either ROBOT and  regardless of who initiates contact) an opponent ROBOT if any part of either ROBOT is in the  opponent's ASCENT ZONE. Exceptions to this rule are as follows:  A.Contact occurring while both ROBOTS have met the scoring requirements to achieve LEVEL 2 or  LEVEL 3 ASCENT.  B.Contact occurring with an opponent ROBOT who is extending more than approximately 7 inches  (i.e. roughly the length of two SAMPLES) into the SUBMERSIBLE ZONE as measured from the  barrier.  Figure 11-1 Protected and not protected ROBOTS  11.4.6Human
G428	87	EVERGREEN	No wandering.	38	0	Verbal warning plus a MINOR FOUL if subsequent violations occur at any point during the  event.	DRIVE TEAM members must remain in their designated ALLIANCE AREA. A.DRIVE TEAMS may be anywhere in their respective ALLIANCE AREA during a MATCH.  B.DRIVE TEAM members must be staged inside their respective ALLIANCE AREA prior to MATCH  start.
G429	88	EVERGREEN	DRIVE COACHES and other teams: hands off the controls.	78	0	MAJOR FOUL plus YELLOW CARD if greater-than-MOMENTARY.	A ROBOT shall be operated only by the DRIVERS of that team, DRIVE COACHES may not handle the gamepads. DRIVE COACHES, if desired,  may help the DRIVERS in the following ways:   A.holding the DRIVER STATION device,   B.troubleshooting the DRIVER STATION device,  C.selecting OpModes on the DRIVER STATION app,   D.pressing the INIT button on the DRIVER STATION app,   E.pressing the (▶) start button on the DRIVER STATION app, or   F.pressing the (■) stop button on the DRIVER STATION app.
G430	88	EVERGREEN	DRIVE TEAMS, watch your reach.	22	0	MAJOR FOUL per occurrence plus YELLOW CARD if the DRIVE TEAM member contacts the  ROBOT.	Once a MATCH starts, a DRIVE TEAM member may not extend into the FIELD except as specifically allowed by G431 and G432.
G431	88	GAMESPEC	HUMAN PLAYERS manipulate SCORING ELEMENTS within limits.	175	0	MINOR FOUL per occurrence plus YELLOW CARD if the HUMAN PLAYER contacts the ROBOT.	Only the HUMAN PLAYER may introduce SCORING ELEMENTS into or retrieve SCORING ELEMENTS from the OBSERVATION ZONE.   A.any number of SCORING ELEMENTS can be manipulated by the HUMAN PLAYER at a time.  B.SCORING ELEMENTS may be placed in any orientation and/or in contact with other SCORING  ELEMENTS.  C.HUMAN PLAYERS may only place and/or retrieve SCORING ELEMENTS into the OBSERVATION  ZONE during the AUTO and TELEOP periods of the MATCH.  D.HUMAN PLAYERS may not be in contact with a SCORING ELEMENT, either directly or  transitively, that is possessed/controlled by a ROBOT.  E.HUMAN PLAYERS may reintroduce SCORING ELEMENTS to the OBSERVATION ZONE that have  left the FIELD as a result of a ROBOT attempting to collect it from the OBSERVATION ZONE or  FIELD wall within the OBSERVATION ZONE, as long as no other rules are violated (e.g. rule  G428).  F.HUMAN PLAYERS may manipulate opposing ALLIANCE SCORING ELEMENTS that have been  placed into their ALLIANCE'S OBSERVATION ZONE. The opposing ALLIANCE SCORING  ELEMENTS may not be removed from the OBSERVATION ZONE, but may be moved within the  OBSERVATION ZONE.
G432	89	GAMESPEC	Watch out for ROBOTS.	37	0	MINOR FOUL per occurrence plus YELLOW CARD if the HUMAN PLAYER contacts the ROBOT.	A HUMAN PLAYER cannot break the vertical plane of the FIELD wall when a ROBOT is in the OBSERVATION ZONE. The only exceptions are:  A.The ROBOT in the OBSERVATION ZONE has been declared DISABLED by a REFEREE.
G433	89	GAMESPEC	HUMAN PLAYERS may not yeet SCORING ELEMENTS.	18	0	MAJOR FOUL per SCORING ELEMENT.	HUMAN PLAYERS may not cause SCORING ELEMENTS to exit the OBSERVATION ZONE into the remainder of the FIELD.
G434	89	GAMESPEC	No tools to introduce or retrieve SCORING ELEMENTS.	14	0	MINOR FOUL per occurrence.	The HUMAN PLAYER may not use a tool to manipulate a SCORING ELEMENT.    11.5Post-MATCH
G501	90	EVERGREEN	Leave promptly.	12	0	Verbal warning plus YELLOW CARD if subsequent violations occur at any point during the  event.	A DRIVE TEAM member may not cause significant or multiple post-MATCH delays.
G502	90	EVERGREEN	Stop ROBOTS before entering the FIELD.	751	0	Verbal warning plus YELLOW CARD if subsequent violations occur at any point during the  event.	DRIVE TEAM members may not enter the FIELD to recover ROBOTS until:   A.the Head REFEREE has signaled it is okay to enter the field and  B.the DRIVE TEAM has pressed the (■) stop button on their DRIVER STATION app   12ROBOT Construction Rules (R)  The rules listed below explicitly address legal parts and materials and how those parts and materials may be  used on a ROBOT. A ROBOT is an electromechanical assembly built by the FIRST Tech Challenge team to play  the current season's game and includes all the basic systems required to be an active participant in the game  -power, communications, control, and movement about the FIELD.   There are many reasons for the structure of the rules, including safety, reliability, parity, creation of a  reasonable design challenge, adherence to professional standards, and impact on the competition.  Another intent of these rules is to have all energy sources and active actuation systems on the ROBOT (e.g.,  batteries, motors, servos, and their controllers) drawn from a well-defined set of options. This is to ensure that  all teams have access to the same actuation resources and that the INSPECTORS can accurately and  efficiently assess the legality of a given part.  ROBOTS are made up of COMPONENTS and MECHANISMS. A COMPONENT is any part in its most basic  configuration, which cannot be disassembled without damaging or destroying the part or altering its  fundamental function. A MECHANISM is an assembly of COMPONENTS that provide specific functionality on  the ROBOT. A MECHANISM can be disassembled (and then reassembled) into individual COMPONENTS  without damage to the parts.  Many rules in this section reference Commercial-Off-The-Shelf (COTS) items. A COTS item must be a standard  (i.e., not custom order) part commonly available from a VENDOR for all teams for purchase. To be a COTS  item, the COMPONENT or MECHANISM must be in an unaltered, unmodified state (with the exception of  installation or modification of any software). Items that are no longer commercially available but are  functionally equivalent to the original condition as delivered from the VENDOR are considered COTS and may  be used.  A VENDOR is a legitimate business source for COTS items that satisfies all the following criteria:  A.has a Federal Tax Identification number. In cases where the VENDOR is outside of the United  States, they must possess an equivalent form of registration or license with the government of  their home nation that establishes and validates their status as a legitimate business licensed  to operate within that country.  B.is not a "wholly owned subsidiary" of a FIRST team or collection of teams. While there may be  some individuals affiliated with both a team and the VENDOR, the business and activities of the  team and VENDOR must be completely separable.  C.should maintain sufficient stock or production capability so they are able to ship any general  (i.e., non-FIRST unique) product within a timely manner. It is recognized that certain unusual  circumstances (such as a global supply chain disruption and/or 1,000 FIRST teams all ordering  the same part at once from the same VENDOR) may cause atypical delays in shipping due to  backorders for even the largest VENDORS. Such delays due to higher-than-normal order rates  are excused. This criterion may not apply to custom-built items from a source that is both a  VENDOR and a fabricator.  D.makes their products available to all FIRST Tech Challenge teams. A VENDOR must not limit  supply or make a product available to just a limited number of FIRST Tech Challenge teams.  A FABRICATED ITEM is any COMPONENT or MECHANISM that has been altered, built, cast, constructed,  concocted, created, cut, heat treated, machined, manufactured, modified, painted, produced, surface coated, or  conjured partially or completely into the final form in which it will be used on the ROBOT.  Teams may be asked to provide documentation (i.e., reference the relevant rule in this manual) proving the  legality of items during inspection where a rule specifies limits for a legal part (e.g., motors, servos, current  limits, COTS electronics).  Some of these rules make use of English unit requirements for parts. If your team has a question about a  metric-equivalent part's legality, please e-mail your question to the FIRST Tech Challenge at  firsttechchallenge@firstinspires.org for an official ruling. To seek approval for alternate parts/devices for  inclusion in future FIRST Tech Challenge seasons, please use the Part Suggestion Form.  FIRST Tech Challenge can be a high-contact competition and may include rigorous gameplay. While the rules  aim to limit severe damage to ROBOTS, teams should design their ROBOTS to be robust.   12.1General ROBOT Design
R101	93	EVERGREEN	STARTING CONFIGURATION is limited to an 18-inch Cube.	70	0		In the STARTING CONFIGURATION (the physical configuration in which a ROBOT starts a MATCH), the ROBOT must be fully self-contained  within an 18-inch wide, by 18-inch long, by 18-inch-high volume. The only exceptions are:  A.preloaded SCORING ELEMENTS may extend outside the starting size constraint.   B.minor protrusions up to 0.25 inches (6.4 mm) by flexible materials (e.g., zip tie, surgical tube,  string) may extend beyond the 18-inch (45.7 cm) size constraint.
R102	93	EVERGREEN	ROBOTS may assist in holding the STARTING CONFIGURATION.	64	0		In the STARTING CONFIGURATION, ROBOTS must be fully self-supported (i.e., does not exert force on the sides or top of a sizing tool).  ROBOTS may accomplish this using any combination of:   A.mechanical means while powered-off, and/or  B.initializing an OpMode that pre-positions servos and motors to a desired stationary position.  OpMode may control motors and servos to hold their position to maintain the STARTING  CONFIGURATION.
R103	94	EVERGREEN	There is no ROBOT weight limit.	11	0		There is no explicit weight limit for FIRST Tech Challenge ROBOTS.
R104	94	GAMESPEC	There is a horizontal expansion limit.	205	0		After the MATCH has started, ROBOTS may expand beyond the STARTING CONFIGURATION but are still subject to sizing constraints. The sizing constraints are:   A.there is no vertical height limit relative to the TILE floor for ROBOT extensions,  B.the horizontal size boundary is a 20 in. x 42 in. (50.8 cm x 106.7 cm) rectangle measured  parallel (coplanar) to the TILE floor,  C.the horizontal size boundary translates and rotates parallel (coplanar) to the TILE floor, with the  CHASSIS of the ROBOT, which is the structural frame or base of a ROBOT that allows it to move  and maneuver.  D.the maximum extent of all extensions of the ROBOT must be confined to the horizontal size  boundary, with the ROBOT chassis remaining in the same relative location within the horizontal  size boundary at all times (the location and orientation of the chassis within the horizontal size  boundary is determined by the team), and   E.the horizontal size boundary as described in B is always parallel (coplanar) to the TILES, so  ROBOTS which change orientation (drive, tip, roll, etc.) during the MATCH are still subject to the  horizontal expansion limit measured parallel (coplanar) to the TILES.  Figure 12-1: Expansion Limits  Figure 12-2: Expansion Limit Examples  12.2ROBOT Safety & Damage Prevention
R201	97	EVERGREEN	Do not damage the TILE floor.	37	0		Traction devices must not have surface features which could damage the TILE floor. Traction devices are all parts of the ROBOT that are designed to transmit any propulsive  and/or braking forces between the ROBOT and the FIELD.
R202	97	EVERGREEN	No exposed sharp edges.	23	0		Protrusions from the ROBOT and exposed surfaces on the ROBOT shall not pose hazards to the ARENA elements (including SCORING ELEMENTS) or people.
